loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,loan_status,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,
6000.0,6000.0,6000.0,36.0,13.99,205.04,8.0,10.0,5.0,34278.0,1.0,0.0,670.0,674.0,0.0,79.0,0,9.0,0.0,4662.0,36.7,27.0,0.0,0.0,6334.53399794,6334.53,6000.0,334.53,0.0,79.0,0.0,2376.0,10621.0,1.0,1.0,1.0,2.0,10.0,5959.0,80.0,1.0,7.0,3727.0,53.0,12700.0,0.0,0.0,1.0,9.0,1328.0,3562.0,52.5,0.0,0.0,105.0,339.0,5.0,5.0,3.0,5.0,80.0,11.0,79.0,3.0,2.0,4.0,3.0,5.0,3.0,8.0,21.0,4.0,9.0,0.0,0.0,0.0,2.0,88.9,33.3,0.0,0.0,20200.0,10621.0,7500.0,7500.0,0,0,0,0,0,0,
12000.0,12000.0,12000.0,60.0,13.99,279.16,8.0,3.0,7.5,205000.0,1.0,0.0,660.0,664.0,0.0,43.0,0,12.0,0.0,4456.0,20.3,33.0,10686.59,10686.59,2489.12,2489.12,1313.41,1175.71,0.0,48.0,0.0,3154.0,558367.0,0.0,1.0,0.0,1.0,17.0,4038.0,58.0,0.0,3.0,3978.0,27.0,21900.0,1.0,1.0,1.0,6.0,46531.0,12871.0,24.3,0.0,0.0,114.0,318.0,14.0,7.0,7.0,14.0,48.0,8.0,48.0,1.0,4.0,6.0,5.0,10.0,5.0,8.0,18.0,6.0,12.0,0.0,0.0,0.0,1.0,90.6,0.0,0.0,0.0,599401.0,12088.0,17000.0,7000.0,0,0,0,0,0,0,
15000.0,15000.0,15000.0,36.0,13.99,512.6,8.0,5.0,7.5,50000.0,1.0,0.0,665.0,669.0,0.0,0,67.0,10.0,1.0,14075.0,61.5,17.0,11814.8,11814.8,4600.14,4600.14,3185.2,1414.94,0.0,0,0.0,1780.0,14075.0,2.0,0.0,0.0,0.0,86.0,0.0,0,2.0,4.0,2241.0,62.0,22900.0,0.0,2.0,0.0,4.0,1408.0,4972.0,59.9,0.0,0.0,86.0,299.0,2.0,2.0,0.0,2.0,0,16.0,0,0.0,7.0,10.0,7.0,9.0,1.0,10.0,16.0,10.0,10.0,0.0,0.0,0.0,2.0,100.0,57.1,0.0,1.0,22900.0,14075.0,12400.0,0.0,0,0,0,0,0,0,
15000.0,15000.0,15000.0,36.0,12.74,503.54,8.0,10.0,5.0,70000.0,1.0,0.0,665.0,669.0,0.0,35.0,0,19.0,0.0,12040.0,42.4,26.0,11766.49,11766.49,4505.32,4505.32,3233.51,1271.81,0.0,38.0,0.0,0.0,25235.0,3.0,1.0,1.0,1.0,1.0,13195.0,97.0,4.0,11.0,4564.0,60.0,28400.0,0.0,0.0,4.0,12.0,1484.0,6154.0,61.1,0.0,0.0,64.0,131.0,4.0,1.0,0.0,5.0,35.0,1.0,35.0,2.0,5.0,11.0,5.0,6.0,2.0,16.0,22.0,11.0,19.0,0.0,0.0,0.0,5.0,84.0,40.0,0.0,0.0,41972.0,25235.0,15800.0,13572.0,0,0,0,0,0,0,
11000.0,11000.0,11000.0,36.0,5.32,331.27,10.0,6.0,7.5,52400.0,1.0,0.0,785.0,789.0,0.0,0,0,8.0,0.0,12789.0,29.9,24.0,8411.91,8411.91,2973.3,2973.3,2588.09,385.21,0.0,0,0.0,0.0,224145.0,1.0,1.0,1.0,1.0,1.0,8902.0,100.0,0.0,2.0,10482.0,42.0,42800.0,0.0,0.0,0.0,3.0,28018.0,15851.0,44.0,0.0,0.0,85.0,159.0,18.0,1.0,4.0,19.0,0,0,0,0.0,2.0,3.0,3.0,10.0,4.0,6.0,16.0,3.0,8.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,272584.0,21691.0,28300.0,8884.0,0,0,0,0,0,0,
28000.0,28000.0,28000.0,60.0,13.99,651.37,8.0,10.0,7.5,200000.0,1.0,1.0,675.0,679.0,0.0,3.0,0,19.0,0.0,139390.0,56.3,43.0,24935.42,24935.42,5807.92,5807.92,3064.58,2743.34,0.0,0,0.0,0.0,558138.0,2.0,2.0,1.0,2.0,4.0,29212.0,70.0,1.0,3.0,16111.0,65.0,178200.0,0.0,0.0,2.0,5.0,31008.0,29131.0,61.2,0.0,0.0,158.0,185.0,5.0,4.0,6.0,5.0,0,4.0,0,0.0,7.0,10.0,10.0,16.0,9.0,15.0,27.0,10.0,19.0,0.0,0.0,0.0,2.0,97.7,40.0,0.0,0.0,631160.0,186687.0,75000.0,41766.0,0,0,0,0,0,0,
18000.0,18000.0,18000.0,36.0,11.39,592.63,9.0,5.0,5.0,63000.0,1.0,0.0,735.0,739.0,0.0,0,0,13.0,0.0,16879.0,51.6,26.0,13597.41,13597.41,5812.4,5812.4,4402.59,1409.81,0.0,0,0.0,0.0,34025.0,0.0,7.0,1.0,1.0,12.0,17146.0,26.0,0.0,0.0,8537.0,35.0,32700.0,0.0,0.0,0.0,1.0,2617.0,5271.0,75.5,0.0,0.0,183.0,166.0,25.0,12.0,0.0,35.0,0,0,0,0.0,2.0,4.0,3.0,5.0,14.0,6.0,9.0,4.0,13.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,97907.0,34025.0,21500.0,65207.0,0,0,0,0,0,0,
17000.0,17000.0,17000.0,60.0,8.24,346.66,9.0,10.0,5.0,72000.0,1.0,0.0,785.0,789.0,0.0,0,0,7.0,0.0,5440.0,18.7,13.0,14872.9,14872.9,3100.48,3100.48,2127.1,973.38,0.0,0,0.0,0.0,17134.0,0.0,1.0,0.0,1.0,21.0,11694.0,47.0,1.0,1.0,4776.0,32.0,29100.0,0.0,0.0,1.0,2.0,2448.0,23660.0,18.7,0.0,0.0,53.0,143.0,12.0,12.0,0.0,12.0,0,12.0,0,0.0,3.0,3.0,6.0,9.0,4.0,6.0,9.0,3.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,54100.0,17134.0,29100.0,25000.0,0,0,0,0,0,0,
16000.0,16000.0,16000.0,36.0,11.49,527.55,9.0,6.0,7.5,58000.0,1.0,0.0,680.0,684.0,0.0,0,0,15.0,0.0,5988.0,36.1,23.0,12535.06,12535.06,4753.43,4753.43,3464.94,1235.73,52.76,0,0.0,306.0,199511.0,1.0,3.0,0.0,0.0,32.0,15559.0,39.0,2.0,8.0,1864.0,38.0,16600.0,0.0,7.0,0.0,8.0,13301.0,6910.0,34.2,0.0,0.0,69.0,134.0,1.0,1.0,1.0,1.0,0,21.0,0,0.0,3.0,5.0,5.0,5.0,7.0,11.0,15.0,5.0,15.0,0.0,0.0,0.0,2.0,100.0,60.0,0.0,0.0,251305.0,21547.0,10500.0,39775.0,0,0,0,0,0,0,
12300.0,12300.0,12300.0,36.0,13.49,417.35,8.0,10.0,10.0,28000.0,1.0,0.0,705.0,709.0,0.0,72.0,0,8.0,0.0,7306.0,35.0,17.0,9672.35,9672.35,3733.1,3733.1,2627.65,1105.45,0.0,72.0,0.0,0.0,7306.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,2.0,2968.0,35.0,20900.0,0.0,0.0,0.0,2.0,1044.0,12094.0,37.7,0.0,0.0,0,252.0,8.0,8.0,0.0,19.0,72.0,0,72.0,3.0,4.0,4.0,6.0,14.0,0.0,8.0,17.0,4.0,8.0,0.0,0.0,0.0,1.0,82.4,0.0,0.0,0.0,20900.0,7306.0,19400.0,0.0,0,0,0,0,0,0,
19000.0,19000.0,19000.0,36.0,7.49,590.94,10.0,10.0,7.5,81000.0,1.0,0.0,775.0,779.0,1.0,0,0,20.0,0.0,19562.0,17.9,35.0,14641.17,14641.17,5310.55,5310.55,4358.83,951.72,0.0,0,0.0,0.0,416592.0,1.0,6.0,0.0,0.0,31.0,21028.0,43.0,1.0,3.0,10824.0,26.0,109300.0,0.0,1.0,1.0,4.0,20830.0,72308.0,20.5,0.0,0.0,150.0,170.0,3.0,3.0,4.0,3.0,0,3.0,0,0.0,5.0,9.0,5.0,11.0,9.0,12.0,22.0,9.0,20.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,578489.0,40590.0,90900.0,48850.0,0,0,0,0,0,0,
10000.0,10000.0,10000.0,36.0,8.24,314.48,9.0,9.0,5.0,40000.0,1.0,0.0,735.0,739.0,0.0,0,0,13.0,0.0,14235.0,33.3,20.0,0.0,0.0,10587.2523713,10587.25,10000.0,587.25,0.0,0,0.0,0.0,45180.0,0.0,3.0,0.0,2.0,19.0,30945.0,82.0,0.0,1.0,2790.0,56.0,42700.0,0.0,0.0,0.0,3.0,3475.0,11845.0,37.3,0.0,0.0,125.0,269.0,22.0,19.0,0.0,64.0,0,22.0,0,0.0,4.0,9.0,4.0,4.0,5.0,10.0,15.0,9.0,13.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,80328.0,45180.0,18900.0,37628.0,0,0,0,0,0,0,
20000.0,20000.0,20000.0,36.0,11.49,659.43,9.0,10.0,7.5,70000.0,1.0,0.0,715.0,719.0,2.0,64.0,105.0,17.0,1.0,11964.0,38.1,22.0,15623.68,15623.68,5902.95,5902.95,4376.32,1526.63,0.0,0,0.0,862.0,336401.0,3.0,1.0,0.0,0.0,53.0,6433.0,25.0,3.0,6.0,3400.0,32.0,31400.0,0.0,0.0,3.0,7.0,21025.0,14746.0,42.8,0.0,0.0,121.0,196.0,1.0,1.0,1.0,12.0,0,2.0,64.0,0.0,7.0,11.0,7.0,11.0,2.0,15.0,19.0,11.0,17.0,0.0,0.0,0.0,4.0,95.5,0.0,1.0,0.0,384065.0,18397.0,25800.0,25915.0,0,0,0,0,0,0,
5000.0,5000.0,5000.0,36.0,8.24,157.24,9.0,10.0,7.5,104000.0,1.0,0.0,670.0,674.0,0.0,30.0,81.0,12.0,1.0,14971.0,44.4,26.0,3862.97,3862.97,1409.44,1409.44,1137.03,272.41,0.0,30.0,0.0,0.0,167397.0,0.0,1.0,0.0,0.0,29.0,14569.0,66.0,1.0,3.0,3194.0,53.0,33700.0,1.0,0.0,2.0,3.0,15218.0,8763.0,49.6,0.0,0.0,157.0,186.0,8.0,8.0,4.0,14.0,30.0,8.0,30.0,1.0,5.0,7.0,6.0,10.0,5.0,10.0,17.0,7.0,11.0,0.0,0.0,0.0,1.0,96.2,28.6,1.0,0.0,198111.0,29540.0,17400.0,22138.0,0,0,0,0,0,0,
4000.0,4000.0,4000.0,36.0,11.44,131.79,9.0,1.0,5.0,42000.0,1.0,0.0,700.0,704.0,0.0,25.0,0,7.0,0.0,1909.0,24.5,8.0,3124.22,3124.22,1179.75,1179.75,875.78,303.97,0.0,0,0.0,0.0,9251.0,2.0,1.0,0.0,1.0,13.0,7342.0,83.0,2.0,4.0,795.0,55.0,7800.0,0.0,0.0,0.0,5.0,1322.0,5891.0,24.5,0.0,0.0,13.0,66.0,2.0,2.0,0.0,2.0,25.0,13.0,25.0,0.0,6.0,6.0,6.0,7.0,1.0,6.0,7.0,6.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,16702.0,9251.0,7800.0,8902.0,0,0,0,0,0,0,
16000.0,16000.0,16000.0,36.0,8.24,503.16,9.0,10.0,7.5,100000.0,1.0,0.0,735.0,739.0,0.0,0,0,12.0,0.0,8526.0,39.8,30.0,12361.56,12361.56,4510.13,4510.13,3638.44,871.69,0.0,0,0.0,0.0,49407.0,1.0,3.0,1.0,3.0,2.0,40881.0,57.0,0.0,1.0,4579.0,53.0,21400.0,1.0,2.0,1.0,5.0,4941.0,2155.0,78.0,0.0,0.0,120.0,305.0,19.0,2.0,4.0,28.0,0,3.0,0,0.0,2.0,4.0,3.0,7.0,11.0,9.0,15.0,4.0,12.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,92988.0,49407.0,9800.0,71588.0,0,0,0,0,0,0,
10000.0,10000.0,10000.0,36.0,7.49,311.02,10.0,10.0,7.5,115555.0,1.0,1.0,700.0,704.0,0.0,11.0,0,7.0,0.0,5356.0,50.1,27.0,7705.88,7705.88,2794.24,2794.24,2294.12,500.12,0.0,40.0,0.0,0.0,496763.0,1.0,3.0,1.0,2.0,9.0,19007.0,51.0,3.0,3.0,1245.0,50.0,10700.0,0.0,3.0,1.0,5.0,70966.0,455.0,73.2,0.0,0.0,143.0,146.0,6.0,6.0,3.0,11.0,11.0,9.0,11.0,1.0,1.0,3.0,1.0,11.0,6.0,3.0,18.0,3.0,7.0,0.0,0.0,0.0,4.0,85.2,0.0,0.0,0.0,591170.0,24363.0,1700.0,37634.0,0,0,0,0,0,0,
13000.0,13000.0,13000.0,36.0,7.24,402.84,10.0,8.0,5.0,45000.0,1.0,0.0,700.0,704.0,0.0,45.0,0,6.0,0.0,4945.0,21.5,25.0,9666.42,9666.42,3978.08,3978.08,3333.58,644.5,0.0,48.0,0.0,0.0,4945.0,1.0,0.0,0.0,1.0,19.0,0.0,0,4.0,4.0,3547.0,22.0,23000.0,0.0,0.0,1.0,5.0,989.0,14700.0,24.6,0.0,0.0,100.0,248.0,5.0,5.0,1.0,7.0,47.0,11.0,47.0,0.0,2.0,3.0,4.0,9.0,3.0,6.0,19.0,3.0,6.0,0.0,0.0,0.0,4.0,84.0,0.0,0.0,0.0,23000.0,4945.0,19500.0,0.0,0,0,0,0,0,0,
24000.0,24000.0,24000.0,60.0,19.99,635.72,7.0,8.0,10.0,150000.0,1.0,0.0,710.0,714.0,1.0,0,0,7.0,0.0,52235.0,95.7,14.0,21729.6,21729.6,5654.85,5654.85,2270.4,3384.45,0.0,0,0.0,95.0,147402.0,0.0,3.0,1.0,2.0,7.0,95167.0,82.0,0.0,1.0,20697.0,89.0,54600.0,3.0,1.0,4.0,3.0,21057.0,2365.0,95.7,0.0,0.0,137.0,148.0,22.0,7.0,0.0,22.0,0,0.0,0,0.0,4.0,4.0,4.0,8.0,4.0,4.0,10.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,174974.0,147402.0,54600.0,120374.0,0,0,0,0,0,0,
20000.0,20000.0,20000.0,36.0,14.99,693.21,8.0,2.0,5.0,59200.0,1.0,1.0,660.0,664.0,0.0,0.0,0,16.0,0.0,3388.0,12.8,17.0,15804.3,15804.3,6197.25,6197.25,4195.7,2001.55,0.0,0,1.0,500.0,263533.0,0.0,5.0,0.0,1.0,21.0,260145.0,39.0,1.0,3.0,3086.0,29.0,26400.0,0.0,0.0,1.0,4.0,17569.0,9214.0,25.1,0.0,12.0,64.0,86.0,11.0,11.0,0.0,38.0,44.0,11.0,0.0,0.0,1.0,4.0,3.0,3.0,6.0,11.0,11.0,4.0,15.0,0.0,1.0,0.0,1.0,88.2,0.0,0.0,0.0,264642.0,263533.0,12300.0,238242.0,0,0,0,0,0,0,
5000.0,5000.0,5000.0,36.0,7.49,155.51,10.0,10.0,7.5,29000.0,1.0,0.0,735.0,739.0,0.0,31.0,0,5.0,0.0,4729.0,27.2,16.0,3852.94,3852.94,1394.39,1394.39,1147.06,247.33,0.0,0,0.0,0.0,81448.0,2.0,0.0,0.0,1.0,23.0,0.0,0,2.0,3.0,3276.0,27.0,17400.0,0.0,0.0,0.0,4.0,16290.0,11971.0,28.3,0.0,0.0,215.0,111.0,6.0,6.0,3.0,6.0,0,15.0,31.0,0.0,3.0,3.0,3.0,4.0,5.0,4.0,8.0,3.0,5.0,0.0,0.0,0.0,2.0,93.8,0.0,0.0,0.0,101085.0,4729.0,16700.0,0.0,0,0,0,0,0,0,
28000.0,28000.0,28000.0,60.0,18.99,726.19,7.0,10.0,7.5,140000.0,1.0,0.0,705.0,709.0,1.0,0,0,15.0,0.0,31089.0,70.2,28.0,25284.81,25284.81,6461.86,6461.86,2715.19,3746.67,0.0,0,0.0,0.0,474836.0,1.0,5.0,1.0,4.0,5.0,70346.0,78.0,1.0,1.0,11981.0,77.0,44300.0,2.0,1.0,11.0,7.0,31656.0,8210.0,78.9,0.0,0.0,132.0,175.0,11.0,5.0,3.0,11.0,0,5.0,0,0.0,6.0,7.0,6.0,6.0,14.0,8.0,10.0,7.0,15.0,0.0,0.0,0.0,3.0,100.0,66.7,0.0,0.0,512033.0,113023.0,38900.0,90176.0,0,0,0,0,0,0,
10000.0,10000.0,10000.0,36.0,26.24,404.19,6.0,3.0,7.5,52000.0,1.0,0.0,675.0,679.0,2.0,0,0,13.0,0.0,8278.0,38.1,16.0,8176.86,8176.86,3601.27,3601.27,1823.14,1778.13,0.0,0,0.0,0.0,121255.0,2.0,1.0,0.0,2.0,13.0,30510.0,84.0,4.0,9.0,3007.0,67.0,21700.0,4.0,1.0,7.0,12.0,9327.0,6882.0,52.2,0.0,0.0,67.0,37.0,3.0,3.0,1.0,7.0,0,3.0,0,0.0,4.0,5.0,5.0,5.0,4.0,10.0,11.0,5.0,13.0,0.0,0.0,0.0,5.0,100.0,20.0,0.0,0.0,141582.0,38788.0,14400.0,36318.0,0,0,0,0,0,0,
8325.0,8325.0,8325.0,36.0,10.49,270.55,9.0,10.0,7.5,54000.0,1.0,0.0,660.0,664.0,1.0,0,0,17.0,0.0,8329.0,62.2,28.0,6427.52,6427.52,2482.47,2482.47,1897.48,584.99,0.0,0,0.0,4520.0,153266.0,0.0,7.0,0.0,1.0,23.0,46603.0,89.0,0.0,0.0,2762.0,84.0,13400.0,0.0,0.0,1.0,1.0,9016.0,1275.0,68.9,0.0,0.0,143.0,106.0,29.0,23.0,1.0,55.0,0,1.0,0,0.0,2.0,8.0,3.0,4.0,17.0,9.0,10.0,8.0,17.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,173652.0,54932.0,4100.0,52245.0,0,0,0,0,0,0,
10000.0,10000.0,10000.0,36.0,15.99,351.53,8.0,2.0,10.0,40000.0,1.0,0.0,680.0,684.0,0.0,0,0,10.0,0.0,13106.0,75.3,24.0,7681.55,7681.55,3462.0,3462.0,2318.45,1143.55,0.0,0,0.0,0.0,88210.0,1.0,3.0,0.0,1.0,21.0,75104.0,96.0,2.0,2.0,3425.0,90.0,17400.0,0.0,1.0,1.0,3.0,8821.0,1767.0,86.4,0.0,0.0,110.0,176.0,3.0,3.0,0.0,3.0,0,11.0,0,0.0,5.0,7.0,5.0,7.0,14.0,7.0,10.0,7.0,10.0,0.0,0.0,0.0,2.0,95.7,80.0,0.0,0.0,94011.0,88210.0,13000.0,76611.0,0,0,0,0,0,0,
9000.0,9000.0,9000.0,36.0,8.24,283.03,9.0,2.0,5.0,65000.0,1.0,0.0,735.0,739.0,0.0,0,0,14.0,0.0,11602.0,51.3,18.0,6953.36,6953.36,2536.97,2536.97,2046.64,490.33,0.0,0,0.0,0.0,38912.0,0.0,7.0,1.0,1.0,12.0,27310.0,61.0,1.0,1.0,4394.0,58.0,22600.0,0.0,0.0,0.0,2.0,2993.0,9998.0,53.7,0.0,0.0,159.0,204.0,12.0,12.0,0.0,30.0,0,0,0,0.0,4.0,4.0,5.0,8.0,8.0,7.0,10.0,4.0,14.0,0.0,0.0,0.0,2.0,100.0,20.0,0.0,0.0,67116.0,38912.0,21600.0,44516.0,0,0,0,0,0,0,
16000.0,16000.0,16000.0,60.0,13.99,372.21,8.0,10.0,5.0,59000.0,1.0,0.0,735.0,739.0,0.0,0,0,30.0,0.0,5597.0,13.1,56.0,14248.82,14248.82,3318.8,3318.8,1751.18,1567.62,0.0,0,0.0,0.0,237096.0,2.0,20.0,3.0,5.0,3.0,231499.0,114.0,0.0,2.0,89.0,93.0,42600.0,0.0,0.0,1.0,7.0,7903.0,23690.0,0.5,0.0,0.0,140.0,90.0,14.0,3.0,0.0,14.0,0,7.0,0,0.0,2.0,5.0,5.0,7.0,41.0,10.0,15.0,5.0,30.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,254684.0,237096.0,23800.0,212084.0,0,0,0,0,0,0,
2000.0,2000.0,2000.0,36.0,7.49,62.21,10.0,6.0,5.0,42000.0,1.0,0.0,780.0,784.0,0.0,0,0,27.0,0.0,6288.0,6.5,40.0,0.0,0.0,2035.97644791,2035.98,2000.0,35.98,0.0,0,0.0,0.0,33925.0,1.0,3.0,1.0,3.0,2.0,27637.0,81.0,2.0,6.0,2206.0,26.0,97100.0,0.0,0.0,1.0,9.0,1305.0,82985.0,6.1,0.0,0.0,45.0,198.0,7.0,2.0,0.0,7.0,0,9.0,0,0.0,13.0,16.0,17.0,24.0,5.0,24.0,35.0,16.0,27.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,131275.0,33925.0,88400.0,34175.0,0,0,0,0,0,0,
8050.0,8050.0,8050.0,36.0,17.99,290.99,7.0,10.0,7.5,120000.0,1.0,2.0,705.0,709.0,2.0,17.0,0,11.0,0.0,22654.0,55.7,21.0,6422.03,6422.03,2598.8,2598.8,1627.97,970.83,0.0,0,0.0,0.0,411045.0,2.0,1.0,0.0,2.0,13.0,29844.0,85.0,1.0,2.0,11527.0,67.0,40700.0,0.0,0.0,2.0,5.0,37368.0,18046.0,55.7,0.0,0.0,61.0,208.0,1.0,1.0,6.0,1.0,19.0,0.0,19.0,0.0,5.0,5.0,6.0,9.0,4.0,6.0,10.0,5.0,11.0,0.0,0.0,0.0,2.0,81.0,16.7,0.0,0.0,451347.0,53457.0,40700.0,35000.0,0,0,0,0,0,0,
20000.0,20000.0,20000.0,36.0,15.99,703.05,8.0,1.0,5.0,235000.0,1.0,1.0,660.0,664.0,3.0,10.0,0,13.0,0.0,19895.0,38.9,36.0,15854.99,15854.99,6283.03,6283.03,4145.01,2138.02,0.0,0,0.0,0.0,52741.0,0.0,2.0,0.0,1.0,21.0,28240.0,82.0,1.0,2.0,5491.0,51.0,52100.0,4.0,0.0,3.0,4.0,4057.0,30889.0,38.3,0.0,0.0,127.0,158.0,11.0,7.0,4.0,11.0,0,0.0,0,0.0,8.0,9.0,8.0,12.0,12.0,10.0,19.0,9.0,13.0,0.0,0.0,0.0,2.0,97.1,12.5,0.0,0.0,96388.0,52741.0,50100.0,37526.0,0,0,0,0,0,0,
12000.0,12000.0,12000.0,36.0,14.99,415.93,8.0,10.0,7.5,68000.0,1.0,0.0,670.0,674.0,1.0,26.0,0,8.0,0.0,5206.0,85.3,21.0,0.0,0.0,12899.7755321,12899.78,12000.0,878.98,20.8000000273,43.0,0.0,0.0,273093.0,1.0,3.0,3.0,3.0,6.0,14833.0,91.0,1.0,1.0,2294.0,89.0,6100.0,2.0,2.0,3.0,5.0,34137.0,594.0,89.8,0.0,0.0,302.0,349.0,8.0,6.0,3.0,8.0,26.0,5.0,26.0,3.0,3.0,3.0,3.0,4.0,8.0,4.0,10.0,3.0,8.0,0.0,0.0,0.0,5.0,66.7,100.0,0.0,0.0,278443.0,20039.0,5800.0,16343.0,0,0,0,0,0,0,
2400.0,2400.0,2400.0,36.0,7.99,75.2,10.0,10.0,7.5,26000.0,1.0,0.0,800.0,804.0,0.0,0,0,14.0,0.0,2117.0,4.5,32.0,1852.6,1852.6,674.14,674.14,547.4,126.74,0.0,0,0.0,0.0,75903.0,0.0,2.0,0.0,0.0,27.0,18676.0,59.0,1.0,2.0,543.0,26.0,47300.0,0.0,1.0,0.0,2.0,5839.0,26485.0,4.7,0.0,0.0,137.0,144.0,7.0,7.0,1.0,7.0,0,18.0,0,0.0,4.0,6.0,6.0,7.0,15.0,10.0,15.0,6.0,14.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,139106.0,20793.0,27800.0,31906.0,0,0,0,0,0,0,
3500.0,3500.0,3500.0,36.0,7.99,109.67,10.0,8.0,7.5,145000.0,1.0,7.0,695.0,699.0,0.0,11.0,0,8.0,0.0,3214.0,31.2,30.0,0.0,0.0,3537.607458,3537.61,3500.0,37.61,0.0,0,0.0,0.0,384441.0,0.0,3.0,0.0,0.0,33.0,106548.0,41.0,0.0,0.0,3009.0,38.0,10300.0,1.0,0.0,0.0,0.0,48055.0,0.0,100.3,0.0,0.0,142.0,272.0,28.0,28.0,5.0,28.0,12.0,16.0,12.0,0.0,1.0,2.0,1.0,7.0,12.0,4.0,13.0,2.0,8.0,0.0,0.0,0.0,0.0,73.3,100.0,0.0,0.0,458466.0,109762.0,3000.0,155522.0,0,0,0,0,0,0,
10000.0,10000.0,10000.0,36.0,10.49,324.98,9.0,10.0,7.5,99000.0,1.0,0.0,690.0,694.0,0.0,44.0,0,13.0,0.0,128691.0,24.1,25.0,0.0,0.0,10490.8608708,10490.86,10000.0,490.86,0.0,44.0,0.0,0.0,548234.0,1.0,3.0,3.0,5.0,4.0,53705.0,88.0,0.0,1.0,4087.0,52.0,212500.0,0.0,1.0,1.0,6.0,42172.0,16460.0,35.5,0.0,0.0,61.0,417.0,13.0,4.0,2.0,13.0,68.0,0.0,44.0,5.0,3.0,5.0,4.0,9.0,7.0,9.0,16.0,5.0,13.0,0.0,0.0,0.0,3.0,79.2,25.0,0.0,0.0,884654.0,182396.0,25500.0,64154.0,0,0,0,0,0,0,
18000.0,18000.0,18000.0,60.0,8.24,367.05,9.0,8.0,7.5,95000.0,1.0,0.0,730.0,734.0,0.0,56.0,0,6.0,0.0,22473.0,45.4,20.0,15747.79,15747.79,3344.65,3344.65,2252.21,1092.44,0.0,0,0.0,0.0,299023.0,1.0,2.0,1.0,2.0,5.0,40823.0,37.0,0.0,0.0,11788.0,43.0,49500.0,1.0,1.0,4.0,3.0,49837.0,27027.0,45.4,0.0,0.0,129.0,223.0,69.0,5.0,4.0,69.0,0,5.0,56.0,0.0,3.0,3.0,3.0,7.0,5.0,3.0,11.0,3.0,6.0,0.0,0.0,0.0,2.0,95.0,0.0,0.0,0.0,343608.0,63296.0,49500.0,55108.0,0,0,0,0,0,0,
